file_name,file_top,file_bottom,combination,sal_x_twitter,sal_y_twitter,top_left_x_twitter,top_left_y_twitter,crop_width_twitter,crop_height_twitter,confidence_google,importance_fraction_google,top_left_x_google,top_left_y_google,top_right_x_google,top_right_y_google,bottom_right_x_google,bottom_right_y_google,bottom_left_x_google,bottom_left_y_google,survived_google,survived_member_google,crop_width_google,crop_height_google,confidence_apple,sal_x_apple,sal_y_apple,top_left_x_apple,top_left_y_apple,crop_width_apple,crop_height_apple
WMWF_image_381.png,CFD-WF-237-067-N.jpg,CFD-WM-012-001-N.jpg,WMWF,375,375,0,212,583,326,0.375,0.10917603969573976,0,2250,582,2250,582,2577,0,2577,WM,bottom,583,328,0.5678008000000001,295.0,2624.0,145.96207624673843,16.86251163482666,285.43513363599783,2928.08210849762
WMWF_image_382.png,CFD-WF-247-065-N.jpg,CFD-WM-034-030-N.jpg,WMWF,375,375,0,212,583,326,0.34375,0.10917603969573976,0,1336,582,1336,582,1663,0,1663,middle,middle,583,328,0.5957137,287.0,2624.0,124.51990976929665,6.995201110839844,335.2295452356338,2993.00479888916
WMWF_image_383.png,CFD-WF-225-101-N.jpg,CFD-WM-004-010-N.jpg,WMWF,375,375,0,212,583,326,0.34567639231681824,0.10856762528419496,0,750,579,750,579,1075,0,1075,WF,top,580,326,0.54415363,303.0,2624.0,145.57448023557663,1764.4822597503662,286.126440346241,1235.5177402496338
WMWF_image_384.png,CFD-WF-013-003-N.jpg,CFD-WM-019-003-N.jpg,WMWF,375,2475,0,2312,583,326,0.3125,0.10917603969573976,0,2250,582,2250,582,2577,0,2577,WM,bottom,583,328,0.5553894,287.0,2624.0,131.82001689076424,1332.359790802002,302.4711146354676,1667.640209197998
WMWF_image_385.png,CFD-WF-008-002-N.jpg,CFD-WM-206-045-N.jpg,WMWF,375,2325,0,2162,583,326,0.34375,0.10917603969573976,0,1336,582,1336,582,1663,0,1663,middle,middle,583,328,0.58167225,287.0,2624.0,132.65471744537356,0.0,309.48912525177,3000.0
WMWF_image_386.png,CFD-WF-034-006-N.jpg,CFD-WM-205-007-N.jpg,WMWF,375,375,0,212,583,326,0.34375,0.10917603969573976,0,2400,582,2400,582,2727,0,2727,WM,bottom,583,328,0.60651845,303.0,2624.0,119.70750254392624,4.012942314147948,340.708812892437,2995.987057685852
WMWF_image_387.png,CFD-WF-237-067-N.jpg,CFD-WM-214-026-N.jpg,WMWF,375,375,0,212,583,326,0.3639772236347199,0.10310881584882736,0,750,550,750,550,1059,0,1059,WF,top,551,310,0.5359792,287.0,2624.0,142.18198134005067,362.24788427352905,285.13767784833914,2578.182399272919
WMWF_image_388.png,CFD-WF-023-003-N.jpg,CFD-WM-208-068-N.jpg,WMWF,375,375,0,212,583,326,0.34567639231681824,0.10856762528419496,0,750,579,750,579,1075,0,1075,WF,top,580,326,0.58327377,304.0,2624.0,132.55966885387895,7.895708084106445,315.95534843206417,2992.1042919158936
WMWF_image_389.png,CFD-WF-202-056-N.jpg,CFD-WM-041-021-N.jpg,WMWF,375,375,0,212,583,326,0.3125,0.10917603969573976,0,2250,582,2250,582,2577,0,2577,WM,bottom,583,328,0.6018369,278.0,418.0,143.87870424985888,21.522581577301025,288.0732467770576,2972.073912620544
WMWF_image_390.png,CFD-WF-033-002-N.jpg,CFD-WM-244-003-N.jpg,WMWF,375,375,0,212,583,326,0.375,0.10917603969573976,0,1336,582,1336,582,1663,0,1663,middle,middle,583,328,0.5557227,287.0,2624.0,131.29319697618484,0.0,311.4103907942772,3000.0
WMWF_image_391.png,CFD-WF-235-121-N.jpg,CFD-WM-232-070-N.jpg,WMWF,375,2475,0,2312,583,326,0.34375,0.10917603969573976,0,2250,582,2250,582,2577,0,2577,WM,bottom,583,328,0.5556547,303.0,2624.0,142.56902135908604,481.0316562652588,293.73922353982937,2490.735054016113
WMWF_image_392.png,CFD-WF-210-086-N.jpg,CFD-WM-025-002-N.jpg,WMWF,375,375,0,212,583,326,0.34375,0.10917603969573976,0,2250,582,2250,582,2577,0,2577,WM,bottom,583,328,0.5457747,304.0,2624.0,142.454947412014,4.510939121246338,315.90662962198263,2995.4890608787537
WMWF_image_393.png,CFD-WF-030-002-N.jpg,CFD-WM-023-001-N.jpg,WMWF,375,375,0,212,583,326,0.34375,0.10917603969573976,0,1336,582,1336,582,1663,0,1663,middle,middle,583,328,0.55605096,286.0,2624.0,137.9686816930771,0.0,304.71954679489136,3000.0
WMWF_image_394.png,CFD-WF-244-163-N.jpg,CFD-WM-204-031-N.jpg,WMWF,375,525,0,362,583,326,0.34567639231681824,0.10856762528419496,0,750,579,750,579,1075,0,1075,WF,top,580,326,0.5551078,278.0,2624.0,142.84839871525762,248.19517135620117,289.0127170979977,2715.989470481873
WMWF_image_395.png,CFD-WF-230-158-N.jpg,CFD-WM-035-032-N.jpg,WMWF,375,375,0,212,583,326,0.34567639231681824,0.10856762528419496,0,750,579,750,579,1075,0,1075,WF,top,580,326,0.60714895,287.0,2624.0,130.13601230084896,14.8390531539917,313.4195378422738,2985.1609468460083
WMWF_image_396.png,CFD-WF-027-003-N.jpg,CFD-WM-237-052-N.jpg,WMWF,225,2475,0,2312,583,326,0.34375,0.10917603969573976,0,2250,582,2250,582,2577,0,2577,WM,bottom,583,328,0.59884715,278.0,418.0,126.5462143868208,6.89166784286499,311.5153690576553,2993.108332157135
WMWF_image_397.png,CFD-WF-235-121-N.jpg,CFD-WM-034-030-N.jpg,WMWF,375,375,0,212,583,326,0.34375,0.10917603969573976,0,1336,582,1336,582,1663,0,1663,middle,middle,583,328,0.54558116,287.0,2624.0,145.87662720680237,1271.7686891555784,287.88069975376135,1728.2313108444214
WMWF_image_398.png,CFD-WF-034-006-N.jpg,CFD-WM-228-065-N.jpg,WMWF,375,2475,0,2312,583,326,0.3125,0.10917603969573976,0,2250,582,2250,582,2577,0,2577,WM,bottom,583,328,0.6235508000000001,287.0,2624.0,122.27457900345324,2.425074577331543,338.1525695919991,2997.5749254226685
WMWF_image_399.png,CFD-WF-243-148-N.jpg,CFD-WM-255-219-N.jpg,WMWF,375,375,0,212,583,326,0.34375,0.10917603969573976,0,2250,582,2250,582,2577,0,2577,WM,bottom,583,328,0.5259566999999999,287.0,2624.0,170.7786110639572,330.3337097167969,264.6110392808914,2524.2040157318115
WMWF_image_400.png,CFD-WF-228-196-N.jpg,CFD-WM-020-001-N.jpg,WMWF,375,375,0,212,583,326,0.3125,0.10917603969573976,0,2250,582,2250,582,2577,0,2577,WM,bottom,583,328,0.5810885,295.0,418.0,146.07310092449188,1914.6602153778078,295.1287521123886,1085.3397846221922
WMWF_image_401.png,CFD-WF-234-086-N.jpg,CFD-WM-240-125-N.jpg,WMWF,225,375,0,212,583,326,0.34567639231681824,0.10856762528419496,0,750,579,750,579,1075,0,1075,WF,top,580,326,0.5903727,278.0,418.0,132.21974048018456,15.632092952728273,304.8206678628921,2980.08531332016
WMWF_image_402.png,CFD-WF-244-163-N.jpg,CFD-WM-227-099-N.jpg,WMWF,375,525,0,362,583,326,0.34375,0.10917603969573976,0,2250,582,2250,582,2577,0,2577,WM,bottom,583,328,0.544841,287.0,2624.0,146.63034403324127,625.2939105033876,286.8542687892914,2370.5812096595764
WMWF_image_403.png,CFD-WF-005-010-N.jpg,CFD-WM-216-061-N.jpg,WMWF,375,2475,0,2312,583,326,0.34375,0.10917603969573976,0,2250,582,2250,582,2577,0,2577,WM,bottom,583,328,0.5972947,286.0,2624.0,131.64842382073402,3.105640411376953,313.4849711656571,2996.894359588623
WMWF_image_404.png,CFD-WF-211-001-N.jpg,CFD-WM-021-001-N.jpg,WMWF,375,2475,0,2312,583,326,0.34375,0.10917603969573976,0,2250,582,2250,582,2577,0,2577,WM,bottom,583,328,0.62987137,295.0,418.0,123.59212397038937,17.284154891967773,312.372013926506,2980.705976486206
WMWF_image_405.png,CFD-WF-244-163-N.jpg,CFD-WM-028-003-N.jpg,WMWF,375,525,0,362,583,326,0.34375,0.10917603969573976,0,1336,582,1336,582,1663,0,1663,middle,middle,583,328,0.5760541,296.0,2624.0,146.4092850387096,40.907084941864014,288.17633119225496,2948.154866695404
WMWF_image_406.png,CFD-WF-232-161-N.jpg,CFD-WM-221-091-N.jpg,WMWF,375,375,0,212,583,326,0.3125,0.10917603969573976,0,2250,582,2250,582,2577,0,2577,WM,bottom,583,328,0.5597441999999999,287.0,2624.0,128.2396360933781,2.7008056640625,332.40878868103033,2997.299194335937
WMWF_image_407.png,CFD-WF-017-003-N.jpg,CFD-WM-257-161-N.jpg,WMWF,225,375,0,212,583,326,0.34567639231681824,0.10856762528419496,0,750,579,750,579,1075,0,1075,WF,top,580,326,0.5901656,287.0,2624.0,139.34046195447442,3.3559799194335938,300.59964513778687,2996.6440200805664
WMWF_image_408.png,CFD-WF-015-006-N.jpg,CFD-WM-022-001-N.jpg,WMWF,225,375,0,212,583,326,0.34375,0.10917603969573976,0,2250,582,2250,582,2577,0,2577,WM,bottom,583,328,0.5802964,296.0,2624.0,135.29934611916542,2.83581018447876,297.80342173576355,2997.1641898155212
WMWF_image_409.png,CFD-WF-217-085-N.jpg,CFD-WM-242-011-N.jpg,WMWF,375,2475,0,2312,583,326,0.34375,0.10917603969573976,0,2250,582,2250,582,2577,0,2577,WM,bottom,583,328,0.5957204,286.0,2624.0,126.72956147789957,0.0,319.0933332443238,3000.0
